lottery,date,jackpot,cash_value,match_5_bonus_winners,match_5_bonus_prize,match_5_bonus_multiplier_winners,match_5_bonus_multiplier_prize,match_5_winners,match_5_prize,match_5_multiplier_winners,match_5_multiplier_prize,match_4_bonus_winners,match_4_bonus_prize,match_4_bonus_multiplier_winners,match_4_bonus_multiplier_prize,match_4_winners,match_4_prize,match_4_multiplier_winners,match_4_multiplier_prize,match_3_bonus_winners,match_3_bonus_prize,match_3_bonus_multiplier_winners,match_3_bonus_multiplier_prize,match_3_winners,match_3_prize,match_3_multiplier_winners,match_3_multiplier_prize,match_2_bonus_winners,match_2_bonus_prize,match_2_bonus_multiplier_winners,match_2_bonus_multiplier_prize,match_1_bonus_winners,match_1_bonus_prize,match_1_bonus_multiplier_winners,match_1_bonus_multiplier_prize,match_0_bonus_winners,match_0_bonus_prize,match_0_bonus_multiplier_winners,match_0_bonus_multiplier_prize
megamillions,2013-11-12,$132 Million,$71.1 Million,,,,,1,1,0,5,,,,,450,500,40,2500,,,,,30789,5,2897,25,,,,,,,,,,,,
megamillions,2013-11-15,$149 Million,$81.1 Million,,,,,1,1,0,4,,,,,477,500,45,2000,,,,,32138,5,2938,20,,,,,,,,,,,,
megamillions,2013-11-19,$165 Million,$90.1 Million,,,,,2,1,0,3,,,,,448,500,35,1500,,,,,34524,5,3253,15,,,,,,,,,,,,
megamillions,2013-11-22,$181 Million,$97.7 Million,,,,,2,1,1,3,,,,,743,500,81,1500,,,,,47179,5,4362,15,,,,,,,,,,,,
megamillions,2013-11-26,$205 Million,$111.5 Million,,,,,5,1,1,5,,,,,652,500,59,2500,,,,,44122,5,3967,25,,,,,,,,,,,,
megamillions,2013-11-29,$230 Million,$124.6 Million,,,,,1,1,0,4,,,,,593,500,52,2000,,,,,45448,5,4221,20,,,,,,,,,,,,
megamillions,2013-12-03,$257 Million,$138.9 Million,,,,,1,1,0,3,,,,,920,500,87,1500,,,,,65077,5,5684,15,,,,,,,,,,,,
megamillions,2013-12-06,$297 Million,$158.9 Million,,,,,4,1,0,3,,,,,1023,500,74,1500,,,,,71855,5,5706,15,,,,,,,,,,,,
megamillions,2013-12-10,$344 Million,$186.1 Million,,,,,5,1,0,2,,,,,1436,500,111,1000,,,,,104555,5,8456,10,,,,,,,,,,,,
megamillions,2013-12-13,$425 Million,$228.2 Million,,,,,9,1,0,2,,,,,3270,500,243,1000,,,,,229244,5,17853,10,,,,,,,,,,,,
megamillions,2013-12-17,$636 Million,$341.2 Million,,,,,20,1,0,4,,,,,7692,500,632,2000,,,,,501563,5,38727,20,,,,,,,,,,,,
megamillions,2013-12-20,$15 Million,$8.0 Million,,,,,3,1,0,2,,,,,344,500,45,1000,,,,,25740,5,2817,10,,,,,,,,,,,,
megamillions,2013-12-24,$22 Million,$11.8 Million,,,,,2,1,0,3,,,,,335,500,40,1500,,,,,24064,5,2437,15,,,,,,,,,,,,
megamillions,2013-12-27,$35 Million,$18.6 Million,,,,,1,1,0,5,,,,,327,500,32,2500,,,,,23317,5,2562,25,,,,,,,,,,,,
megamillions,2013-12-31,$47 Million,$25.1 Million,,,,,1,1,0,3,,,,,404,500,35,1500,,,,,29881,5,2986,15,,,,,,,,,,,,
megamillions,2014-01-03,$61 Million,$32.1 Million,,,,,1,1,1,5,,,,,331,500,38,2500,,,,,24773,5,2724,25,,,,,,,,,,,,
megamillions,2014-01-07,$15 Million,$7.9 Million,,,,,1,1,0,5,,,,,246,500,24,2500,,,,,17097,5,1784,25,,,,,,,,,,,,
megamillions,2014-01-10,$20 Million,$10.7 Million,,,,,2,1,0,3,,,,,262,500,27,1500,,,,,21614,5,2242,15,,,,,,,,,,,,
megamillions,2014-01-14,$30 Million,$16.2 Million,,,,,2,1,0,3,,,,,270,500,23,1500,,,,,21024,5,2274,15,,,,,,,,,,,,
megamillions,2014-01-17,$41 Million,$22.2 Million,,,,,2,1,1,4,,,,,511,500,57,2000,,,,,31773,5,3757,20,,,,,,,,,,,,
megamillions,2014-01-21,$51 Million,$27.7 Million,,,,,2,1,0,4,,,,,366,500,42,2000,,,,,23956,5,2614,20,,,,,,,,,,,,
megamillions,2014-01-24,$62 Million,$34.2 Million,,,,,0,1,0,5,,,,,304,500,33,2500,,,,,21446,5,2278,25,,,,,,,,,,,,
megamillions,2014-01-28,$71 Million,$39.0 Million,,,,,0,1,0,3,,,,,374,500,35,1500,,,,,25066,5,2875,15,,,,,,,,,,,,
megamillions,2014-01-31,$84 Million,$46.7 Million,,,,,1,1,0,4,,,,,493,500,49,2000,,,,,34597,5,3916,20,,,,,,,,,,,,
megamillions,2014-02-04,$94 Million,$52.5 Million,,,,,1,1,0,3,,,,,351,500,46,1500,,,,,23261,5,2436,15,,,,,,,,,,,,
megamillions,2014-02-07,$107 Million,$59.0 Million,,,,,1,1,0,3,,,,,424,500,41,1500,,,,,32972,5,3662,15,,,,,,,,,,,,
megamillions,2014-02-11,$122 Million,$67.1 Million,,,,,0,1,0,2,,,,,406,500,43,1000,,,,,26690,5,2462,10,,,,,,,,,,,,
megamillions,2014-02-14,$139 Million,$76.5 Million,,,,,2,1,0,3,,,,,382,500,29,1500,,,,,28502,5,2746,15,,,,,,,,,,,,
megamillions,2014-02-18,$154 Million,$85.0 Million,,,,,1,1,0,5,,,,,520,500,54,2500,,,,,37501,5,3653,25,,,,,,,,,,,,
megamillions,2014-02-21,$172 Million,$94.5 Million,,,,,2,1,0,5,,,,,684,500,58,2500,,,,,44144,5,4238,25,,,,,,,,,,,,
megamillions,2014-02-25,$195 Million,$107.9 Million,,,,,2,1,0,5,,,,,660,500,64,2500,,,,,46348,5,4606,25,,,,,,,,,,,,
megamillions,2014-02-28,$216 Million,$120.3 Million,,,,,1,1,0,4,,,,,636,500,50,2000,,,,,47983,5,4399,20,,,,,,,,,,,,
megamillions,2014-03-04,$240 Million,$134.3 Million,,,,,3,1,0,2,,,,,938,500,112,1000,,,,,62351,5,6038,10,,,,,,,,,,,,
megamillions,2014-03-07,$270 Million,$148.1 Million,,,,,3,1,0,4,,,,,820,500,85,2000,,,,,59505,5,5331,20,,,,,,,,,,,,
megamillions,2014-03-11,$309 Million,$169.8 Million,,,,,2,1,0,4,,,,,1056,500,95,2000,,,,,74025,5,6152,20,,,,,,,,,,,,
megamillions,2014-03-14,$353 Million,$198.4 Million,,,,,5,1,3,3,,,,,1278,500,109,1500,,,,,92457,5,7668,15,,,,,,,,,,,,
megamillions,2014-03-18,$400 Million,$223.0 Million,,,,,8,1,0,3,,,,,2535,500,201,1500,,,,,168926,5,14943,15,,,,,,,,,,,,
megamillions,2014-03-21,$15 Million,$8.3 Million,,,,,1,1,1,5,,,,,383,500,41,2500,,,,,26764,5,3139,25,,,,,,,,,,,,
megamillions,2014-03-25,$20 Million,$11.191942 Million,,,,,0,1,0,3,,,,,258,500,32,1500,,,,,19925,5,2260,15,,,,,,,,,,,,
megamillions,2014-03-28,$15 Million,$8.4 Million,,,,,1,1,0,3,,,,,340,500,34,1500,,,,,27072,5,3353,15,,,,,,,,,,,,
megamillions,2014-04-01,$20 Million,$11.1 Million,,,,,3,1,0,5,,,,,262,500,26,2500,,,,,18816,5,2165,25,,,,,,,,,,,,
megamillions,2014-04-04,$30 Million,$16.6 Million,,,,,2,1,0,2,,,,,351,500,34,1000,,,,,27617,5,3319,10,,,,,,,,,,,,
megamillions,2014-04-08,$15 Million,$8.3 Million,,,,,1,1,0,3,,,,,239,500,22,1500,,,,,17162,5,1864,15,,,,,,,,,,,,
megamillions,2014-04-11,$20 Million,$11.3 Million,,,,,0,1,0,5,,,,,246,500,22,2500,,,,,19880,5,2215,25,,,,,,,,,,,,
megamillions,2014-04-15,$28 Million,$15.8 Million,,,,,1,1,0,3,,,,,235,500,20,1500,,,,,18499,5,2062,15,,,,,,,,,,,,
megamillions,2014-04-18,$38 Million,$21.3 Million,,,,,0,1,0,2,,,,,363,500,42,1000,,,,,21318,5,2373,10,,,,,,,,,,,,
megamillions,2014-04-22,$48 Million,$26.9 Million,,,,,0,1,0,3,,,,,358,500,37,1500,,,,,26075,5,3102,15,,,,,,,,,,,,
megamillions,2014-04-25,$59 Million,$33.6 Million,,,,,0,1,0,2,,,,,498,500,69,1000,,,,,33053,5,3993,10,,,,,,,,,,,,
megamillions,2014-04-29,$68 Million,$38.2 Million,,,,,1,1,0,3,,,,,266,500,29,1500,,,,,19658,5,2063,15,,,,,,,,,,,,
megamillions,2014-05-02,$81 Million,$46.2 Million,,,,,1,1,0,5,,,,,497,500,52,2500,,,,,31668,5,3415,25,,,,,,,,,,,,
megamillions,2014-05-06,$92 Million,$52.8 Million,,,,,2,1,0,3,,,,,446,500,51,1500,,,,,29977,5,3158,15,,,,,,,,,,,,
megamillions,2014-05-09,$105 Million,$60.0 Million,,,,,3,1,0,2,,,,,458,500,49,1000,,,,,30678,5,3067,10,,,,,,,,,,,,
megamillions,2014-05-13,$121 Million,$69.2 Million,,,,,0,1,0,2,,,,,389,500,32,1000,,,,,28101,5,2570,10,,,,,,,,,,,,
megamillions,2014-05-16,$136 Million,$79.0 Million,,,,,2,1,0,5,,,,,486,500,37,2500,,,,,35255,5,3371,25,,,,,,,,,,,,
megamillions,2014-05-20,$149 Million,$86.1 Million,,,,,1,1,0,2,,,,,434,500,36,1000,,,,,31092,5,2843,10,,,,,,,,,,,,
megamillions,2014-05-23,$15 Million,$8.6 Million,,,,,1,1,0,4,,,,,280,500,26,2000,,,,,22222,5,2526,20,,,,,,,,,,,,
megamillions,2014-05-27,$20 Million,$11.5 Million,,,,,2,1,1,2,,,,,275,500,28,1000,,,,,21815,5,2786,10,,,,,,,,,,,,
megamillions,2014-05-30,$26 Million,$15.1 Million,,,,,0,1,0,4,,,,,266,500,29,2000,,,,,20065,5,2182,20,,,,,,,,,,,,
megamillions,2014-06-03,$34 Million,$19.6 Million,,,,,0,1,0,3,,,,,218,500,26,1500,,,,,17744,5,1927,15,,,,,,,,,,,,
megamillions,2014-06-06,$45 Million,$25.9 Million,,,,,2,1,0,4,,,,,301,500,34,2000,,,,,20855,5,2229,20,,,,,,,,,,,,
megamillions,2014-06-10,$55 Million,$31.3 Million,,,,,0,1,0,5,,,,,381,500,46,2500,,,,,28913,5,3473,25,,,,,,,,,,,,
megamillions,2014-06-13,$66 Million,$37.9 Million,,,,,1,1,0,5,,,,,363,500,40,2500,,,,,23652,5,2549,25,,,,,,,,,,,,
megamillions,2014-06-17,$15 Million,$8.6 Million,,,,,1,1,0,4,,,,,252,500,23,2000,,,,,19826,5,2299,20,,,,,,,,,,,,
megamillions,2014-06-20,$20 Million,$11.4 Million,,,,,0,1,0,5,,,,,339,500,50,2500,,,,,24067,5,2906,25,,,,,,,,,,,,
megamillions,2014-06-24,$25 Million,$14.4 Million,,,,,1,1,0,4,,,,,275,500,25,2000,,,,,20168,5,2361,20,,,,,,,,,,,,
megamillions,2014-06-27,$33 Million,$19.2 Million,,,,,0,1,0,3,,,,,271,500,28,1500,,,,,19277,5,2197,15,,,,,,,,,,,,
megamillions,2014-07-01,$15 Million,$8.6 Million,,,,,0,1,0,3,,,,,270,500,37,1500,,,,,19033,5,2306,15,,,,,,,,,,,,
megamillions,2014-07-04,$20 Million,$11.2 Million,,,,,0,1,0,5,,,,,224,500,19,2500,,,,,15776,5,1795,25,,,,,,,,,,,,
megamillions,2014-07-08,$25 Million,$14.3 Million,,,,,0,1,0,5,,,,,295,500,53,2500,,,,,19940,5,2271,25,,,,,,,,,,,,
megamillions,2014-07-11,$32 Million,$18.4 Million,,,,,0,1,0,5,,,,,291,500,35,2500,,,,,20641,5,2388,25,,,,,,,,,,,,
megamillions,2014-07-15,$41 Million,$23.6 Million,,,,,1,1,0,2,,,,,386,500,46,1000,,,,,26015,5,3141,10,,,,,,,,,,,,
megamillions,2014-07-18,$50 Million,$29.2 Million,,,,,1,1,0,3,,,,,249,500,32,1500,,,,,17769,5,2004,15,,,,,,,,,,,,
megamillions,2014-07-22,$58 Million,$33.9 Million,,,,,1,1,0,3,,,,,414,500,45,1500,,,,,26802,5,3097,15,,,,,,,,,,,,
megamillions,2014-07-25,$67 Million,$39.2 Million,,,,,0,1,0,5,,,,,275,500,32,2500,,,,,21872,5,2429,25,,,,,,,,,,,,
megamillions,2014-07-29,$77 Million,$45.3 Million,,,,,0,1,0,4,,,,,344,500,36,2000,,,,,25157,5,2697,20,,,,,,,,,,,,
megamillions,2014-08-01,$87 Million,$50.3 Million,,,,,2,1,0,5,,,,,323,500,38,2500,,,,,24479,5,2682,25,,,,,,,,,,,,
megamillions,2014-08-05,$100 Million,$58.2 Million,,,,,4,1,0,5,,,,,454,500,59,2500,,,,,30944,5,3112,25,,,,,,,,,,,,
megamillions,2014-08-08,$115 Million,$68.0 Million,,,,,2,1,0,5,,,,,408,500,31,2500,,,,,27977,5,2632,25,,,,,,,,,,,,
megamillions,2014-08-12,$128 Million,$75.3 Million,,,,,0,1,0,4,,,,,407,500,34,2000,,,,,29800,5,2782,20,,,,,,,,,,,,
megamillions,2014-08-15,$144 Million,$85.9 Million,,,,,1,1,0,2,,,,,572,500,67,1000,,,,,43722,5,4605,10,,,,,,,,,,,,
megamillions,2014-08-19,$160 Million,$95.1 Million,,,,,2,1,0,4,,,,,562,500,56,2000,,,,,36867,5,3402,20,,,,,,,,,,,,
megamillions,2014-08-22,$180 Million,$107.1 Million,,,,,1,1,0,5,,,,,657,500,51,2500,,,,,44205,5,3826,25,,,,,,,,,,,,
megamillions,2014-08-26,$15 Million,$9.0 Million,,,,,0,1,0,5,,,,,222,500,27,2500,,,,,16360,5,1864,25,,,,,,,,,,,,
megamillions,2014-08-29,$20 Million,$12.1 Million,,,,,0,1,0,2,,,,,247,500,31,1000,,,,,17968,5,2097,10,,,,,,,,,,,,
megamillions,2014-09-02,$25 Million,$14.9 Million,,,,,3,1,1,3,,,,,217,500,34,1500,,,,,16010,5,1911,15,,,,,,,,,,,,
megamillions,2014-09-05,$33 Million,$19.6 Million,,,,,3,1,1,2,,,,,440,500,51,1000,,,,,31126,5,4006,10,,,,,,,,,,,,
megamillions,2014-09-09,$41 Million,$24.2 Million,,,,,1,1,0,4,,,,,241,500,26,2000,,,,,17569,5,1979,20,,,,,,,,,,,,
megamillions,2014-09-12,$52 Million,$30.2 Million,,,,,1,1,0,3,,,,,412,500,43,1500,,,,,25687,5,2991,15,,,,,,,,,,,,
megamillions,2014-09-16,$62 Million,$36.0 Million,,,,,3,1,0,2,,,,,284,500,29,1000,,,,,20009,5,2200,10,,,,,,,,,,,,
megamillions,2014-09-19,$72 Million,$41.8 Million,,,,,0,1,0,2,,,,,511,500,57,1000,,,,,32187,5,3811,10,,,,,,,,,,,,
megamillions,2014-09-23,$83 Million,$48.7 Million,,,,,1,1,0,5,,,,,419,500,45,2500,,,,,26207,5,3047,25,,,,,,,,,,,,
megamillions,2014-09-26,$93 Million,$55.0 Million,,,,,0,1,0,5,,,,,442,500,43,2500,,,,,27953,5,3115,25,,,,,,,,,,,,
megamillions,2014-09-30,$105 Million,$62.6 Million,,,,,1,1,0,5,,,,,413,500,33,2500,,,,,29089,5,2960,25,,,,,,,,,,,,
megamillions,2014-10-03,$120 Million,$71.3 Million,,,,,0,1,0,3,,,,,400,500,36,1500,,,,,31866,5,3091,15,,,,,,,,,,,,
megamillions,2014-10-07,$136 Million,$81.6 Million,,,,,2,1,0,3,,,,,500,500,54,1500,,,,,34940,5,3515,15,,,,,,,,,,,,
megamillions,2014-10-10,$150 Million,$90.7 Million,,,,,2,1,0,5,,,,,493,500,40,2500,,,,,35613,5,3251,25,,,,,,,,,,,,
megamillions,2014-10-14,$166 Million,$101.7 Million,,,,,5,1,0,3,,,,,527,500,59,1500,,,,,36077,5,3344,15,,,,,,,,,,,,
megamillions,2014-10-17,$180 Million,$110.3 Million,,,,,2,1,0,4,,,,,551,500,43,2000,,,,,41378,5,3638,20,,,,,,,,,,,,
megamillions,2014-10-21,$200 Million,$122.5 Million,,,,,3,1,0,5,,,,,667,500,58,2500,,,,,48686,5,4009,25,,,,,,,,,,,,
megamillions,2014-10-24,$224 Million,$136.5 Million,,,,,2,1,0,3,,,,,1137,500,102,1500,,,,,72872,5,6828,15,,,,,,,,,,,,
megamillions,2014-10-28,$252 Million,$152.6 Million,,,,,1,1,0,5,,,,,862,500,56,2500,,,,,57856,5,4615,25,,,,,,,,,,,,
megamillions,2014-10-31,$284 Million,$171.8 Million,,,,,5,1,0,2,,,,,988,500,72,1000,,,,,69042,5,5610,10,,,,,,,,,,,,
megamillions,2014-11-04,$321 Million,$194.4 Million,,,,,5,1,1,4,,,,,1677,500,138,2000,,,,,108056,5,8858,20,,,,,,,,,,,,
megamillions,2014-11-07,$15 Million,$9.0 Million,,,,,0,1,0,5,,,,,256,500,33,2500,,,,,18624,5,1979,25,,,,,,,,,,,,
megamillions,2014-11-11,$20 Million,$12.1 Million,,,,,0,1,0,5,,,,,385,500,38,2500,,,,,22728,5,2677,25,,,,,,,,,,,,
megamillions,2014-11-14,$26 Million,$15.7 Million,,,,,0,1,0,5,,,,,259,500,27,2500,,,,,17078,5,1870,25,,,,,,,,,,,,
megamillions,2014-11-18,$35 Million,$21.2 Million,,,,,1,1,0,2,,,,,239,500,32,1000,,,,,16970,5,1821,10,,,,,,,,,,,,
megamillions,2014-11-21,$43 Million,$26.1 Million,,,,,0,1,0,2,,,,,314,500,31,1000,,,,,22736,5,2589,10,,,,,,,,,,,,
megamillions,2014-11-25,$52 Million,$31.8 Million,,,,,0,1,0,2,,,,,476,500,76,1000,,,,,26603,5,3249,10,,,,,,,,,,,,
megamillions,2014-11-28,$61 Million,$37.7 Million,,,,,0,1,0,3,,,,,318,500,30,1500,,,,,23768,5,2861,15,,,,,,,,,,,,
megamillions,2014-12-02,$70 Million,$42.9 Million,,,,,0,1,0,5,,,,,271,500,26,2500,,,,,23880,5,2715,25,,,,,,,,,,,,
megamillions,2014-12-05,$80 Million,$49.2 Million,,,,,1,1,0,5,,,,,343,500,38,2500,,,,,30029,5,3380,25,,,,,,,,,,,,
megamillions,2014-12-09,$91 Million,$57.0 Million,,,,,0,1,0,5,,,,,337,500,30,2500,,,,,25272,5,2700,25,,,,,,,,,,,,
megamillions,2014-12-12,$102 Million,$64.8 Million,,,,,1,1,0,5,,,,,370,500,36,2500,,,,,27451,5,2668,25,,,,,,,,,,,,
megamillions,2014-12-16,$113 Million,$72.7 Million,,,,,2,1,0,5,,,,,388,500,34,2500,,,,,27524,5,2751,25,,,,,,,,,,,,
megamillions,2014-12-19,$125 Million,$78.9 Million,,,,,1,1,0,3,,,,,445,500,46,1500,,,,,29892,5,3073,15,,,,,,,,,,,,
megamillions,2014-12-23,$142 Million,$90.1 Million,,,,,1,1,0,3,,,,,533,500,46,1500,,,,,38922,5,3925,15,,,,,,,,,,,,
megamillions,2014-12-26,$156 Million,$98.3 Million,,,,,2,1,0,3,,,,,1246,500,149,1500,,,,,57546,5,6916,15,,,,,,,,,,,,
megamillions,2014-12-30,$172 Million,$109.9 Million,,,,,2,1,0,4,,,,,539,500,44,2000,,,,,39742,5,3754,20,,,,,,,,,,,,
megamillions,2015-01-02,$188 Million,$119.6 Million,,,,,2,1,0,4,,,,,524,500,43,2000,,,,,37567,5,3647,20,,,,,,,,,,,,
megamillions,2015-01-06,$206 Million,$134.9 Million,,,,,1,1,0,3,,,,,647,500,60,1500,,,,,51355,5,4900,15,,,,,,,,,,,,
megamillions,2015-01-09,$221 Million,$143.2 Million,,,,,3,1,1,5,,,,,716,500,49,2500,,,,,48687,5,4154,25,,,,,,,,,,,,
megamillions,2015-01-13,$246 Million,$161.6 Million,,,,,6,1,1,5,,,,,993,500,98,2500,,,,,66263,5,6123,25,,,,,,,,,,,,
megamillions,2015-01-16,$270 Million,$181.4 Million,,,,,2,1,0,3,,,,,884,500,69,1500,,,,,67050,5,5698,15,,,,,,,,,,,,
megamillions,2015-01-20,$15 Million,$10.0 Million,,,,,0,1,0,5,,,,,249,500,36,2500,,,,,18751,5,2146,25,,,,,,,,,,,,
megamillions,2015-01-23,$20 Million,$13.4 Million,,,,,0,1,0,2,,,,,285,500,27,1000,,,,,18905,5,2067,10,,,,,,,,,,,,
megamillions,2015-01-27,$25 Million,$16.9 Million,,,,,0,1,0,3,,,,,280,500,31,1500,,,,,21040,5,2507,15,,,,,,,,,,,,
megamillions,2015-01-30,$32 Million,$21.8 Million,,,,,2,1,0,5,,,,,324,500,45,2500,,,,,23260,5,2679,25,,,,,,,,,,,,
megamillions,2015-02-03,$40 Million,$27.0 Million,,,,,1,1,0,5,,,,,322,500,35,2500,,,,,22761,5,2799,25,,,,,,,,,,,,
megamillions,2015-02-06,$49 Million,$32.3 Million,,,,,1,1,0,3,,,,,381,500,42,1500,,,,,29450,5,3433,15,,,,,,,,,,,,
megamillions,2015-02-10,$61 Million,$39.8 Million,,,,,0,1,0,2,,,,,368,500,41,1000,,,,,25552,5,2740,10,,,,,,,,,,,,
megamillions,2015-02-13,$74 Million,$47.9 Million,,,,,1,1,0,3,,,,,356,500,44,1500,,,,,28423,5,3093,15,,,,,,,,,,,,
megamillions,2015-02-17,$88 Million,$56.5 Million,,,,,1,1,0,5,,,,,321,500,33,2500,,,,,22444,5,2428,25,,,,,,,,,,,,
megamillions,2015-02-20,$100 Million,$64.1 Million,,,,,0,1,0,3,,,,,458,500,47,1500,,,,,39521,5,4527,15,,,,,,,,,,,,
megamillions,2015-02-24,$112 Million,$71.8 Million,,,,,1,1,0,3,,,,,460,500,45,1500,,,,,33706,5,3536,15,,,,,,,,,,,,
megamillions,2015-02-27,$127 Million,$82.2 Million,,,,,1,1,0,2,,,,,453,500,37,1000,,,,,32453,5,3196,10,,,,,,,,,,,,
megamillions,2015-03-03,$15 Million,$9.6 Million,,,,,0,1,0,4,,,,,336,500,49,2000,,,,,22716,5,2780,20,,,,,,,,,,,,
megamillions,2015-03-06,$20 Million,$12.5 Million,,,,,0,1,0,3,,,,,243,500,27,1500,,,,,17759,5,2055,15,,,,,,,,,,,,
megamillions,2015-03-10,$25 Million,$15.9 Million,,,,,1,1,0,5,,,,,372,500,46,2500,,,,,25864,5,3347,25,,,,,,,,,,,,
megamillions,2015-03-13,$33 Million,$21.0 Million,,,,,0,1,0,5,,,,,387,500,54,2500,,,,,26202,5,3006,25,,,,,,,,,,,,
megamillions,2015-03-17,$42 Million,$27.1 Million,,,,,1,1,1,5,,,,,328,500,44,2500,,,,,23265,5,2804,25,,,,,,,,,,,,
megamillions,2015-03-20,$51 Million,$33.6 Million,,,,,0,1,0,4,,,,,295,500,31,2000,,,,,20131,5,2197,20,,,,,,,,,,,,
megamillions,2015-03-24,$59 Million,$38.9 Million,,,,,3,1,1,2,,,,,360,500,39,1000,,,,,24309,5,2813,10,,,,,,,,,,,,
megamillions,2015-03-27,$15 Million,$9.8 Million,,,,,2,1,0,5,,,,,259,500,27,2500,,,,,17915,5,2054,25,,,,,,,,,,,,
megamillions,2015-03-31,$20 Million,$13.1 Million,,,,,2,1,0,5,,,,,217,500,21,2500,,,,,16714,5,1945,25,,,,,,,,,,,,
megamillions,2015-04-03,$25 Million,$16.5 Million,,,,,1,1,1,5,,,,,253,500,28,2500,,,,,18051,5,2175,25,,,,,,,,,,,,
megamillions,2015-04-07,$30 Million,$19.5 Million,,,,,1,1,0,4,,,,,382,500,48,2000,,,,,24479,5,3116,20,,,,,,,,,,,,
megamillions,2015-04-10,$39 Million,$25.4 Million,,,,,0,1,0,2,,,,,281,500,37,1000,,,,,21043,5,2491,10,,,,,,,,,,,,
megamillions,2015-04-14,$47 Million,$30.9 Million,,,,,0,1,0,5,,,,,279,500,19,2500,,,,,23173,5,2950,25,,,,,,,,,,,,
megamillions,2015-04-17,$55 Million,$35.8 Million,,,,,1,1,0,2,,,,,386,500,42,1000,,,,,24311,5,2744,10,,,,,,,,,,,,
megamillions,2015-04-21,$65 Million,$42.3 Million,,,,,3,1,0,5,,,,,319,500,39,2500,,,,,21897,5,2470,25,,,,,,,,,,,,
megamillions,2015-04-24,$74 Million,$47.8 Million,,,,,1,1,0,4,,,,,375,500,54,2000,,,,,25273,5,3047,20,,,,,,,,,,,,
megamillions,2015-04-28,$85 Million,$54.7 Million,,,,,2,1,1,5,,,,,333,500,38,2500,,,,,22314,5,2363,25,,,,,,,,,,,,
megamillions,2015-05-01,$96 Million,$60.4 Million,,,,,1,1,0,3,,,,,354,500,33,1500,,,,,24065,5,2661,15,,,,,,,,,,,,
megamillions,2015-05-05,$110 Million,$68.1 Million,,,,,1,1,0,5,,,,,393,500,33,2500,,,,,29185,5,2938,25,,,,,,,,,,,,
megamillions,2015-05-08,$126 Million,$78.5 Million,,,,,2,1,0,3,,,,,414,500,44,1500,,,,,32497,5,3284,15,,,,,,,,,,,,
megamillions,2015-05-12,$140 Million,$84.4 Million,,,,,2,1,0,5,,,,,594,500,59,2500,,,,,36831,5,3477,25,,,,,,,,,,,,
megamillions,2015-05-15,$159 Million,$97.4 Million,,,,,2,1,0,5,,,,,588,500,64,2500,,,,,44176,5,4757,25,,,,,,,,,,,,
megamillions,2015-05-19,$173 Million,$104.4 Million,,,,,1,1,0,5,,,,,760,500,80,2500,,,,,49710,5,5326,25,,,,,,,,,,,,
megamillions,2015-05-22,$194 Million,$118.4 Million,,,,,2,1,0,5,,,,,810,500,89,2500,,,,,55404,5,5880,25,,,,,,,,,,,,
megamillions,2015-05-26,$214 Million,$131.4 Million,,,,,2,1,0,4,,,,,606,500,46,2000,,,,,42013,5,3926,20,,,,,,,,,,,,
megamillions,2015-05-29,$233 Million,$145.3 Million,,,,,2,1,0,4,,,,,765,500,71,2000,,,,,54838,5,4916,20,,,,,,,,,,,,
megamillions,2015-06-02,$260 Million,$158.5 Million,,,,,14,1,0,4,,,,,2595,500,304,2000,,,,,106791,5,12347,20,,,,,,,,,,,,
megamillions,2015-06-05,$15 Million,$9.0 Million,,,,,1,1,0,4,,,,,421,500,47,2000,,,,,26470,5,3297,20,,,,,,,,,,,,
megamillions,2015-06-09,$20 Million,$11.8 Million,,,,,1,1,0,5,,,,,496,500,54,2500,,,,,29068,5,3853,25,,,,,,,,,,,,
megamillions,2015-06-12,$26 Million,$15.6 Million,,,,,2,1,1,5,,,,,220,500,28,2500,,,,,17737,5,2099,25,,,,,,,,,,,,
megamillions,2015-06-16,$35 Million,$21.1 Million,,,,,0,1,0,2,,,,,307,500,34,1000,,,,,22402,5,2808,10,,,,,,,,,,,,
megamillions,2015-06-19,$44 Million,$26.6 Million,,,,,0,1,0,3,,,,,736,500,79,1500,,,,,19947,5,2396,15,,,,,,,,,,,,
megamillions,2015-06-23,$52 Million,$30.8 Million,,,,,1,1,0,5,,,,,314,500,51,2500,,,,,20506,5,2332,25,,,,,,,,,,,,
megamillions,2015-06-26,$64 Million,$37.8 Million,,,,,1,1,0,5,,,,,358,500,47,2500,,,,,25909,5,3055,25,,,,,,,,,,,,
megamillions,2015-06-30,$74 Million,$44.6 Million,,,,,1,1,1,4,,,,,389,500,39,2000,,,,,26471,5,3181,20,,,,,,,,,,,,
megamillions,2015-07-03,$84 Million,$49.6 Million,,,,,1,1,0,4,,,,,307,500,36,2000,,,,,22073,5,2537,20,,,,,,,,,,,,
megamillions,2015-07-07,$96 Million,$58.4 Million,,,,,1,1,1,3,,,,,480,500,66,1500,,,,,32799,5,4017,15,,,,,,,,,,,,
megamillions,2015-07-10,$106 Million,$62.6 Million,,,,,2,1,1,3,,,,,499,500,51,1500,,,,,32040,5,3526,15,,,,,,,,,,,,
megamillions,2015-07-14,$123 Million,$72.6 Million,,,,,2,1,0,3,,,,,448,500,48,1500,,,,,33978,5,3552,15,,,,,,,,,,,,
