lottery,date,jackpot,cash_value,match_5_bonus_winners,match_5_bonus_prize,match_5_bonus_multiplier_winners,match_5_bonus_multiplier_prize,match_5_winners,match_5_prize,match_5_multiplier_winners,match_5_multiplier_prize,match_4_bonus_winners,match_4_bonus_prize,match_4_bonus_multiplier_winners,match_4_bonus_multiplier_prize,match_4_winners,match_4_prize,match_4_multiplier_winners,match_4_multiplier_prize,match_3_bonus_winners,match_3_bonus_prize,match_3_bonus_multiplier_winners,match_3_bonus_multiplier_prize,match_3_winners,match_3_prize,match_3_multiplier_winners,match_3_multiplier_prize,match_2_bonus_winners,match_2_bonus_prize,match_2_bonus_multiplier_winners,match_2_bonus_multiplier_prize,match_1_bonus_winners,match_1_bonus_prize,match_1_bonus_multiplier_winners,match_1_bonus_multiplier_prize,match_0_bonus_winners,match_0_bonus_prize,match_0_bonus_multiplier_winners,match_0_bonus_multiplier_prize
megamillions,2021-11-19,$74 Million,$52.9 Million,,,,,0,1,0,5,,,,,208,500,46,2500,,,,,13932,10,3022,50,,,,,,,,,,,,
megamillions,2021-11-23,$83 Million,$58.6 Million,,,,,0,1,0,3,,,,,200,500,43,1500,,,,,14210,10,3000,30,,,,,,,,,,,,
megamillions,2021-11-26,$94 Million,$67.5 Million,,,,,1,1,1,2,,,,,222,500,47,1000,,,,,15793,10,3266,20,,,,,,,,,,,,
megamillions,2021-11-30,$102 Million,$74.2 Million,,,,,1,1,0,2,,,,,341,500,63,1000,,,,,21870,10,4765,20,,,,,,,,,,,,
megamillions,2021-12-03,$112 Million,$81.9 Million,,,,,2,1,0,5,,,,,228,500,49,2500,,,,,15599,10,3134,50,,,,,,,,,,,,
megamillions,2021-12-07,$122 Million,$89.0 Million,,,,,1,1,0,2,,,,,229,500,45,1000,,,,,16836,10,3264,20,,,,,,,,,,,,
megamillions,2021-12-10,$135 Million,$97.7 Million,,,,,0,1,0,2,,,,,244,500,49,1000,,,,,17011,10,3321,20,,,,,,,,,,,,
megamillions,2021-12-14,$148 Million,$107.0 Million,,,,,0,1,0,3,,,,,236,500,53,1500,,,,,17443,10,3478,30,,,,,,,,,,,,
megamillions,2021-12-17,$160 Million,$116.6 Million,,,,,1,1,1,3,,,,,275,500,58,1500,,,,,18032,10,3687,30,,,,,,,,,,,,
megamillions,2021-12-21,$171 Million,$122.8 Million,,,,,1,1,0,3,,,,,240,500,46,1500,,,,,16939,10,3159,30,,,,,,,,,,,,
megamillions,2021-12-24,$187 Million,$134.1 Million,,,,,3,1,1,2,,,,,390,500,83,1000,,,,,26106,10,4980,20,,,,,,,,,,,,
megamillions,2021-12-28,$201 Million,$145.2 Million,,,,,0,1,0,3,,,,,675,500,141,1500,,,,,33997,10,7062,30,,,,,,,,,,,,
megamillions,2021-12-31,$221 Million,$157.1 Million,,,,,2,1,1,3,,,,,572,500,102,1500,,,,,35678,10,6553,30,,,,,,,,,,,,
megamillions,2022-01-04,$253 Million,$175.6 Million,,,,,4,1,0,3,,,,,863,500,166,1500,,,,,47418,10,9221,30,,,,,,,,,,,,
megamillions,2022-01-07,$278 Million,$191.5 Million,,,,,2,1,1,3,,,,,482,500,74,1500,,,,,32348,10,5995,30,,,,,,,,,,,,
megamillions,2022-01-11,$300 Million,$206.8 Million,,,,,2,1,2,2,,,,,511,500,93,1000,,,,,33805,10,6322,20,,,,,,,,,,,,
megamillions,2022-01-14,$325 Million,$224.2 Million,,,,,3,1,0,2,,,,,809,500,181,1000,,,,,44334,10,8685,20,,,,,,,,,,,,
megamillions,2022-01-18,$347 Million,$236.6 Million,,,,,4,1,3,4,,,,,526,500,88,2000,,,,,33574,10,6156,40,,,,,,,,,,,,
megamillions,2022-01-21,$376 Million,$259.8 Million,,,,,1,1,0,2,,,,,458,500,87,1000,,,,,31418,10,5609,20,,,,,,,,,,,,
megamillions,2022-01-25,$396 Million,$273.6 Million,,,,,2,1,1,3,,,,,570,500,113,1500,,,,,36425,10,6462,30,,,,,,,,,,,,
megamillions,2022-01-28,$421 Million,$289.5 Million,,,,,4,1,1,3,,,,,715,500,120,1500,,,,,45622,10,8271,30,,,,,,,,,,,,
megamillions,2022-02-01,$20 Million,$13.6 Million,,,,,1,1,1,4,,,,,225,500,51,2000,,,,,14386,10,3117,40,,,,,,,,,,,,
megamillions,2022-02-04,$22 Million,$14.9 Million,,,,,0,1,0,4,,,,,265,500,61,2000,,,,,15417,10,3388,40,,,,,,,,,,,,
megamillions,2022-02-08,$31 Million,$20.7 Million,,,,,2,1,0,3,,,,,242,500,43,1500,,,,,15090,10,3258,30,,,,,,,,,,,,
megamillions,2022-02-11,$42 Million,$27.8 Million,,,,,1,1,0,3,,,,,536,500,124,1500,,,,,23594,10,5356,30,,,,,,,,,,,,
megamillions,2022-02-15,$53 Million,$34.9 Million,,,,,0,1,0,3,,,,,311,500,69,1500,,,,,19224,10,4196,30,,,,,,,,,,,,
megamillions,2022-02-18,$64 Million,$42.7 Million,,,,,1,1,0,4,,,,,238,500,48,2000,,,,,14983,10,3151,40,,,,,,,,,,,,
megamillions,2022-02-22,$75 Million,$50.2 Million,,,,,0,1,0,3,,,,,260,500,59,1500,,,,,18414,10,3861,30,,,,,,,,,,,,
megamillions,2022-02-25,$87 Million,$57.7 Million,,,,,0,1,0,3,,,,,256,500,46,1500,,,,,15014,10,3182,30,,,,,,,,,,,,
megamillions,2022-03-01,$102 Million,$69.5 Million,,,,,0,1,0,2,,,,,292,500,51,1000,,,,,18451,10,3759,20,,,,,,,,,,,,
megamillions,2022-03-04,$113 Million,$77.2 Million,,,,,0,1,0,4,,,,,376,500,93,2000,,,,,22968,10,4886,40,,,,,,,,,,,,
megamillions,2022-03-08,$126 Million,$84.5 Million,,,,,0,1,0,3,,,,,276,500,50,1500,,,,,18976,10,3807,30,,,,,,,,,,,,
megamillions,2022-03-11,$20 Million,$13.1 Million,,,,,0,1,0,3,,,,,167,500,38,1500,,,,,13071,10,2867,30,,,,,,,,,,,,
megamillions,2022-03-15,$22 Million,$14.3 Million,,,,,1,1,0,5,,,,,187,500,47,2500,,,,,13159,10,2960,50,,,,,,,,,,,,
megamillions,2022-03-18,$29 Million,$18.8 Million,,,,,0,1,0,4,,,,,221,500,56,2000,,,,,15625,10,3448,40,,,,,,,,,,,,
megamillions,2022-03-22,$39 Million,$24.7 Million,,,,,1,1,0,3,,,,,272,500,64,1500,,,,,16265,10,3601,30,,,,,,,,,,,,
megamillions,2022-03-25,$50 Million,$31.6 Million,,,,,0,1,0,2,,,,,244,500,57,1000,,,,,13647,10,2972,20,,,,,,,,,,,,
megamillions,2022-03-29,$60 Million,$38.4 Million,,,,,1,1,0,2,,,,,243,500,59,1000,,,,,14329,10,3081,20,,,,,,,,,,,,
megamillions,2022-04-01,$70 Million,$44.5 Million,,,,,0,1,0,5,,,,,206,500,42,2500,,,,,13608,10,2856,50,,,,,,,,,,,,
megamillions,2022-04-05,$81 Million,$51.4 Million,,,,,0,1,0,2,,,,,178,500,30,1000,,,,,12582,10,2673,20,,,,,,,,,,,,
megamillions,2022-04-08,$94 Million,$57.9 Million,,,,,3,1,0,3,,,,,305,500,60,1500,,,,,18983,10,4144,30,,,,,,,,,,,,
megamillions,2022-04-12,$106 Million,$64.5 Million,,,,,4,1,1,2,,,,,478,500,112,1000,,,,,25299,10,5524,20,,,,,,,,,,,,
megamillions,2022-04-15,$20 Million,$11.9 Million,,,,,1,1,0,4,,,,,225,500,43,2000,,,,,15281,10,3271,40,,,,,,,,,,,,
megamillions,2022-04-19,$20 Million,$11.7 Million,,,,,0,1,0,3,,,,,200,500,49,1500,,,,,13461,10,2913,30,,,,,,,,,,,,
megamillions,2022-04-22,$22 Million,$13.0 Million,,,,,2,1,0,3,,,,,198,500,40,1500,,,,,14072,10,3078,30,,,,,,,,,,,,
megamillions,2022-04-26,$31 Million,$18.6 Million,,,,,0,1,0,4,,,,,308,500,79,2000,,,,,18422,10,4060,40,,,,,,,,,,,,
megamillions,2022-04-29,$43 Million,$25.5 Million,,,,,0,1,0,2,,,,,236,500,50,1000,,,,,15915,10,3477,20,,,,,,,,,,,,
megamillions,2022-05-03,$57 Million,$33.6 Million,,,,,0,1,0,2,,,,,237,500,48,1000,,,,,16192,10,3481,20,,,,,,,,,,,,
megamillions,2022-05-06,$70 Million,$40.0 Million,,,,,0,1,0,2,,,,,244,500,49,1000,,,,,15239,10,3222,20,,,,,,,,,,,,
megamillions,2022-05-10,$86 Million,$49.5 Million,,,,,2,1,0,3,,,,,219,500,52,1500,,,,,15258,10,3105,30,,,,,,,,,,,,
megamillions,2022-05-13,$99 Million,$57.4 Million,,,,,1,1,0,3,,,,,256,500,49,1500,,,,,17421,10,3590,30,,,,,,,,,,,,
megamillions,2022-05-17,$112 Million,$64.1 Million,,,,,1,1,1,4,,,,,285,500,66,2000,,,,,19122,10,3904,40,,,,,,,,,,,,
megamillions,2022-05-20,$131 Million,$76.6 Million,,,,,1,1,0,3,,,,,258,500,59,1500,,,,,16760,10,3394,30,,,,,,,,,,,,
megamillions,2022-05-24,$143 Million,$84.3 Million,,,,,2,1,0,3,,,,,286,500,65,1500,,,,,20645,10,4174,30,,,,,,,,,,,,
megamillions,2022-05-27,$157 Million,$93.1 Million,,,,,1,1,0,3,,,,,295,500,69,1500,,,,,18309,10,3584,30,,,,,,,,,,,,
megamillions,2022-05-31,$170 Million,$98.8 Million,,,,,1,1,0,4,,,,,256,500,51,2000,,,,,16316,10,2994,40,,,,,,,,,,,,
megamillions,2022-06-03,$189 Million,$108.9 Million,,,,,1,1,0,4,,,,,302,500,58,2000,,,,,21609,10,4409,40,,,,,,,,,,,,
megamillions,2022-06-07,$207 Million,$118.8 Million,,,,,0,1,0,4,,,,,281,500,49,2000,,,,,20206,10,3858,40,,,,,,,,,,,,
megamillions,2022-06-10,$226 Million,$128.7 Million,,,,,0,1,0,5,,,,,526,500,120,2500,,,,,30143,10,6359,50,,,,,,,,,,,,
megamillions,2022-06-14,$247 Million,$137.2 Million,,,,,0,1,0,2,,,,,313,500,61,1000,,,,,21565,10,4179,20,,,,,,,,,,,,
megamillions,2022-06-17,$273 Million,$152.8 Million,,,,,3,1,2,2,,,,,339,500,56,1000,,,,,21191,10,3995,20,,,,,,,,,,,,
megamillions,2022-06-21,$290 Million,$161.3 Million,,,,,0,1,0,3,,,,,419,500,74,1500,,,,,26768,10,5051,30,,,,,,,,,,,,
megamillions,2022-06-24,$312 Million,$177.2 Million,,,,,1,1,0,2,,,,,708,500,164,1000,,,,,39872,10,8447,20,,,,,,,,,,,,
megamillions,2022-06-28,$333 Million,$185.6 Million,,,,,0,1,0,2,,,,,508,500,98,1000,,,,,32243,10,6226,20,,,,,,,,,,,,
megamillions,2022-07-01,$360 Million,$207.6 Million,,,,,3,1,0,3,,,,,423,500,87,1500,,,,,31026,10,5984,30,,,,,,,,,,,,
megamillions,2022-07-05,$370 Million,$214.3 Million,,,,,2,1,0,4,,,,,407,500,77,2000,,,,,28597,10,5350,40,,,,,,,,,,,,
megamillions,2022-07-08,$410 Million,$230.9 Million,,,,,2,1,0,3,,,,,587,500,103,1500,,,,,36882,10,6971,30,,,,,,,,,,,,
megamillions,2022-07-12,$440 Million,$253.0 Million,,,,,1,1,0,2,,,,,693,500,138,1000,,,,,51722,10,10029,20,,,,,,,,,,,,
megamillions,2022-07-15,$480 Million,$276.0 Million,,,,,1,1,0,5,,,,,854,500,159,2500,,,,,56006,10,10142,50,,,,,,,,,,,,
megamillions,2022-07-19,$555 Million,$316.9 Million,,,,,4,1,0,3,,,,,1379,500,253,1500,,,,,90249,10,15460,30,,,,,,,,,,,,
megamillions,2022-07-22,$660 Million,$388.0 Million,,,,,4,1,3,3,,,,,1976,500,311,1500,,,,,132488,10,22228,30,,,,,,,,,,,,
megamillions,2022-07-26,$830 Million,$487.9 Million,,,,,9,1,1,3,,,,,4057,500,683,1500,,,,,263598,10,43630,30,,,,,,,,,,,,
megamillions,2022-07-29,$1.28 Billion,$747.2 Million,,,,,26,1,6,2,,,,,8517,500,1466,1000,,,,,551159,10,91945,20,,,,,,,,,,,,
megamillions,2022-08-02,$20 Million,$11.8 Million,,,,,1,1,1,3,,,,,367,500,70,1500,,,,,25128,10,5752,30,,,,,,,,,,,,
megamillions,2022-08-05,$36 Million,$20.9 Million,,,,,1,1,0,3,,,,,271,500,51,1500,,,,,19845,10,4752,30,,,,,,,,,,,,
megamillions,2022-08-09,$52 Million,$30.3 Million,,,,,3,1,0,3,,,,,554,500,145,1500,,,,,28650,10,6711,30,,,,,,,,,,,,
megamillions,2022-08-12,$65 Million,$37.3 Million,,,,,0,1,0,3,,,,,262,500,53,1500,,,,,18200,10,4054,30,,,,,,,,,,,,
megamillions,2022-08-16,$82 Million,$46.8 Million,,,,,1,1,0,2,,,,,317,500,84,1000,,,,,17711,10,3952,20,,,,,,,,,,,,
megamillions,2022-08-19,$99 Million,$56.0 Million,,,,,1,1,0,4,,,,,316,500,88,2000,,,,,21925,10,4848,40,,,,,,,,,,,,
megamillions,2022-08-23,$116 Million,$65.2 Million,,,,,1,1,0,2,,,,,299,500,60,1000,,,,,19183,10,3934,20,,,,,,,,,,,,
megamillions,2022-08-26,$135 Million,$75.8 Million,,,,,0,1,0,2,,,,,299,500,76,1000,,,,,21161,10,4415,20,,,,,,,,,,,,
megamillions,2022-08-30,$153 Million,$86.4 Million,,,,,2,1,1,3,,,,,281,500,75,1500,,,,,18557,10,3810,30,,,,,,,,,,,,
megamillions,2022-09-02,$169 Million,$93.2 Million,,,,,1,1,1,2,,,,,305,500,50,1000,,,,,19712,10,4115,20,,,,,,,,,,,,
megamillions,2022-09-06,$191 Million,$103.7 Million,,,,,1,1,0,4,,,,,287,500,64,2000,,,,,18821,10,3883,40,,,,,,,,,,,,
megamillions,2022-09-09,$210 Million,$114.3 Million,,,,,1,1,0,2,,,,,303,500,63,1000,,,,,20757,10,4312,20,,,,,,,,,,,,
megamillions,2022-09-13,$231 Million,$123.9 Million,,,,,1,1,0,4,,,,,334,500,67,2000,,,,,21282,10,4173,40,,,,,,,,,,,,
megamillions,2022-09-16,$256 Million,$137.7 Million,,,,,1,1,0,4,,,,,376,500,75,2000,,,,,22915,10,4530,40,,,,,,,,,,,,
megamillions,2022-09-20,$277 Million,$147.5 Million,,,,,2,1,0,5,,,,,454,500,85,2500,,,,,27878,10,5604,50,,,,,,,,,,,,
megamillions,2022-09-23,$301 Million,$159.6 Million,,,,,1,1,1,4,,,,,328,500,64,2000,,,,,24329,10,4631,40,,,,,,,,,,,,
megamillions,2022-09-27,$325 Million,$168.1 Million,,,,,0,1,0,3,,,,,404,500,80,1500,,,,,27820,10,5391,30,,,,,,,,,,,,
megamillions,2022-09-30,$355 Million,$187.0 Million,,,,,0,1,0,4,,,,,459,500,83,2000,,,,,28187,10,5540,40,,,,,,,,,,,,
megamillions,2022-10-04,$380 Million,$198.2 Million,,,,,2,1,0,2,,,,,486,500,105,1000,,,,,31439,10,6075,20,,,,,,,,,,,,
megamillions,2022-10-07,$410 Million,$208.2 Million,,,,,2,1,1,2,,,,,538,500,111,1000,,,,,36531,10,7192,20,,,,,,,,,,,,
megamillions,2022-10-11,$445 Million,$224.0 Million,,,,,0,1,0,3,,,,,1756,500,420,1500,,,,,63105,10,13457,30,,,,,,,,,,,,
megamillions,2022-10-14,$494 Million,$247.9 Million,,,,,3,1,1,2,,,,,716,500,139,1000,,,,,46133,10,8818,20,,,,,,,,,,,,
megamillions,2022-10-18,$20 Million,$9.9 Million,,,,,2,1,1,3,,,,,239,500,51,1500,,,,,15660,10,3355,30,,,,,,,,,,,,
megamillions,2022-10-21,$30 Million,$14.3 Million,,,,,0,1,0,2,,,,,213,500,53,1000,,,,,14143,10,3077,20,,,,,,,,,,,,
megamillions,2022-10-25,$45 Million,$21.8 Million,,,,,0,1,0,3,,,,,248,500,50,1500,,,,,16946,10,3571,30,,,,,,,,,,,,
megamillions,2022-10-28,$64 Million,$31.5 Million,,,,,3,1,2,2,,,,,354,500,75,1000,,,,,22091,10,4619,20,,,,,,,,,,,,
megamillions,2022-11-01,$87 Million,$43.2 Million,,,,,7,1,1,3,,,,,911,500,209,1500,,,,,43241,10,9483,30,,,,,,,,,,,,
megamillions,2022-11-04,$119 Million,$57.7 Million,,,,,2,1,0,2,,,,,491,500,104,1000,,,,,32240,10,6622,20,,,,,,,,,,,,
megamillions,2022-11-08,$154 Million,$74.2 Million,,,,,4,1,1,4,,,,,685,500,130,2000,,,,,41766,10,8292,40,,,,,,,,,,,,
megamillions,2022-11-11,$189 Million,$93.9 Million,,,,,0,1,0,3,,,,,413,500,91,1500,,,,,30204,10,6507,30,,,,,,,,,,,,
megamillions,2022-11-15,$207 Million,$103.6 Million,,,,,2,1,0,2,,,,,415,500,79,1000,,,,,28650,10,5942,20,,,,,,,,,,,,
megamillions,2022-11-18,$238 Million,$120.8 Million,,,,,3,1,2,4,,,,,414,500,93,2000,,,,,27569,10,5388,40,,,,,,,,,,,,
megamillions,2022-11-22,$259 Million,$132.1 Million,,,,,1,1,0,3,,,,,559,500,98,1500,,,,,31784,10,6608,30,,,,,,,,,,,,
megamillions,2022-11-25,$284 Million,$147.3 Million,,,,,1,1,0,2,,,,,369,500,64,1000,,,,,24024,10,4847,20,,,,,,,,,,,,
megamillions,2022-11-29,$305 Million,$157.8 Million,,,,,0,1,0,4,,,,,454,500,83,2000,,,,,28769,10,5615,40,,,,,,,,,,,,
megamillions,2022-12-02,$333 Million,$175.8 Million,,,,,0,1,0,3,,,,,427,500,107,1500,,,,,29976,10,6008,30,,,,,,,,,,,,
megamillions,2022-12-06,$354 Million,$189.3 Million,,,,,1,1,0,3,,,,,543,500,121,1500,,,,,34882,10,7090,30,,,,,,,,,,,,
megamillions,2022-12-09,$379 Million,$204.8 Million,,,,,2,1,0,4,,,,,655,500,142,2000,,,,,31983,10,6646,40,,,,,,,,,,,,
megamillions,2022-12-13,$400 Million,$217.8 Million,,,,,0,1,0,2,,,,,501,500,93,1000,,,,,32530,10,6253,20,,,,,,,,,,,,
megamillions,2022-12-16,$429 Million,$231.0 Million,,,,,1,1,0,3,,,,,502,500,92,1500,,,,,33415,10,6635,30,,,,,,,,,,,,
megamillions,2022-12-20,$465 Million,$243.3 Million,,,,,4,1,0,4,,,,,583,500,121,2000,,,,,39318,10,7370,40,,,,,,,,,,,,
megamillions,2022-12-23,$510 Million,$265.0 Million,,,,,2,1,0,4,,,,,796,500,141,2000,,,,,48402,10,8856,40,,,,,,,,,,,,
megamillions,2022-12-27,$565 Million,$289.8 Million,,,,,5,1,0,2,,,,,1036,500,182,1000,,,,,70760,10,12482,20,,,,,,,,,,,,
megamillions,2022-12-30,$685 Million,$347.8 Million,,,,,1,1,0,3,,,,,1546,500,283,1500,,,,,110214,10,20235,30,,,,,,,,,,,,
megamillions,2023-01-03,$785 Million,$403.8 Million,,,,,6,1,3,4,,,,,1830,500,338,2000,,,,,116974,10,20671,40,,,,,,,,,,,,
megamillions,2023-01-06,$940 Million,$486.0 Million,,,,,5,1,0,3,,,,,2569,500,463,1500,,,,,162674,10,28707,30,,,,,,,,,,,,
megamillions,2023-01-10,$1.1 Billion,$576.8 Million,,,,,16,1,3,3,,,,,5110,500,996,1500,,,,,285385,10,52109,30,,,,,,,,,,,,
megamillions,2023-01-13,$1.35 Billion,$724.6 Million,,,,,14,1,0,2,,,,,3970,500,693,1000,,,,,267753,10,46927,20,,,,,,,,,,,,
megamillions,2023-01-17,$20 Million,$10.6 Million,,,,,1,1,1,3,,,,,503,500,137,1500,,,,,29893,10,7126,30,,,,,,,,,,,,
megamillions,2023-01-20,$20 Million,$10.7 Million,,,,,1,1,1,4,,,,,244,500,60,2000,,,,,16878,10,3848,40,,,,,,,,,,,,
megamillions,2023-01-24,$31 Million,$16.3 Million,,,,,2,1,0,4,,,,,241,500,58,2000,,,,,16671,10,3739,40,,,,,,,,,,,,
megamillions,2023-01-27,$20 Million,$10.6 Million,,,,,0,1,0,4,,,,,232,500,49,2000,,,,,16807,10,3964,40,,,,,,,,,,,,
megamillions,2023-01-31,$31 Million,$16.5 Million,,,,,1,1,1,4,,,,,474,500,118,2000,,,,,26514,10,6430,40,,,,,,,,,,,,
megamillions,2023-02-03,$20 Million,$10.7 Million,,,,,0,1,0,2,,,,,257,500,63,1000,,,,,17240,10,3833,20,,,,,,,,,,,,
megamillions,2023-02-07,$31 Million,$16.4 Million,,,,,2,1,0,2,,,,,254,500,48,1000,,,,,17801,10,3936,20,,,,,,,,,,,,
megamillions,2023-02-10,$50 Million,$26.2 Million,,,,,1,1,0,3,,,,,255,500,67,1500,,,,,18391,10,4134,30,,,,,,,,,,,,
megamillions,2023-02-14,$67 Million,$35.1 Million,,,,,0,1,0,3,,,,,271,500,66,1500,,,,,18108,10,3872,30,,,,,,,,,,,,
megamillions,2023-02-17,$84 Million,$42.9 Million,,,,,0,1,0,3,,,,,292,500,65,1500,,,,,17526,10,3945,30,,,,,,,,,,,,
megamillions,2023-02-21,$104 Million,$52.8 Million,,,,,1,1,1,2,,,,,301,500,58,1000,,,,,20860,10,4427,20,,,,,,,,,,,,
megamillions,2023-02-24,$126 Million,$64.5 Million,,,,,0,1,0,4,,,,,279,500,61,2000,,,,,19695,10,4216,40,,,,,,,,,,,,
megamillions,2023-02-28,$145 Million,$73.4 Million,,,,,1,1,0,2,,,,,289,500,47,1000,,,,,19707,10,4134,20,,,,,,,,,,,,
megamillions,2023-03-03,$167 Million,$85.0 Million,,,,,1,1,1,4,,,,,340,500,68,2000,,,,,22785,10,5009,40,,,,,,,,,,,,
megamillions,2023-03-07,$188 Million,$99.2 Million,,,,,1,1,0,4,,,,,394,500,88,2000,,,,,25261,10,5424,40,,,,,,,,,,,,
megamillions,2023-03-10,$203 Million,$106.9 Million,,,,,0,1,0,2,,,,,442,500,88,1000,,,,,25435,10,5389,20,,,,,,,,,,,,
megamillions,2023-03-14,$229 Million,$120.5 Million,,,,,3,1,0,3,,,,,430,500,86,1500,,,,,29310,10,6074,30,,,,,,,,,,,,
megamillions,2023-03-17,$254 Million,$136.8 Million,,,,,2,1,1,3,,,,,421,500,79,1500,,,,,28767,10,6066,30,,,,,,,,,,,,
megamillions,2023-03-21,$272 Million,$143.9 Million,,,,,0,1,0,2,,,,,488,500,99,1000,,,,,30920,10,6354,20,,,,,,,,,,,,
megamillions,2023-03-24,$302 Million,$163.5 Million,,,,,2,1,0,3,,,,,476,500,109,1500,,,,,30119,10,6044,30,,,,,,,,,,,,
megamillions,2023-03-28,$322 Million,$170.1 Million,,,,,1,1,0,4,,,,,467,500,106,2000,,,,,32107,10,6361,40,,,,,,,,,,,,
megamillions,2023-03-31,$355 Million,$188.8 Million,,,,,1,1,0,4,,,,,435,500,103,2000,,,,,32188,10,6460,40,,,,,,,,,,,,
megamillions,2023-04-04,$385 Million,$205.5 Million,,,,,0,1,0,3,,,,,440,500,86,1500,,,,,29637,10,5572,30,,,,,,,,,,,,
megamillions,2023-04-07,$414 Million,$224.2 Million,,,,,1,1,0,2,,,,,560,500,119,1000,,,,,33546,10,6565,20,,,,,,,,,,,,
megamillions,2023-04-11,$441 Million,$237.2 Million,,,,,3,1,1,3,,,,,582,500,99,1500,,,,,34846,10,6731,30,,,,,,,,,,,,
megamillions,2023-04-14,$476 Million,$253.1 Million,,,,,2,1,0,2,,,,,618,500,122,1000,,,,,38586,10,7566,20,,,,,,,,,,,,
megamillions,2023-04-18,$20 Million,$10.5 Million,,,,,4,1,0,2,,,,,696,500,174,1000,,,,,29895,10,7276,20,,,,,,,,,,,,
megamillions,2023-04-21,$20 Million,$10.5 Million,,,,,0,1,0,3,,,,,240,500,71,1500,,,,,15631,10,3606,30,,,,,,,,,,,,
megamillions,2023-04-25,$26 Million,$13.9 Million,,,,,1,1,0,2,,,,,248,500,55,1000,,,,,14316,10,3280,20,,,,,,,,,,,,
megamillions,2023-04-28,$38 Million,$20.2 Million,,,,,1,1,1,3,,,,,208,500,59,1500,,,,,14386,10,3243,30,,,,,,,,,,,,
megamillions,2023-05-02,$52 Million,$27.4 Million,,,,,0,1,0,2,,,,,254,500,63,1000,,,,,17508,10,3955,20,,,,,,,,,,,,
megamillions,2023-05-05,$68 Million,$35.9 Million,,,,,1,1,0,3,,,,,251,500,56,1500,,,,,17325,10,3983,30,,,,,,,,,,,,
megamillions,2023-05-09,$83 Million,$43.7 Million,,,,,1,1,0,3,,,,,212,500,40,1500,,,,,15474,10,3439,30,,,,,,,,,,,,
megamillions,2023-05-12,$99 Million,$52.9 Million,,,,,1,1,0,3,,,,,291,500,52,1500,,,,,18701,10,4228,30,,,,,,,,,,,,
megamillions,2023-05-16,$113 Million,$58.9 Million,,,,,0,1,0,3,,,,,256,500,46,1500,,,,,15297,10,3237,30,,,,,,,,,,,,
megamillions,2023-05-19,$132 Million,$67.9 Million,,,,,0,1,0,2,,,,,419,500,97,1000,,,,,20624,10,4638,20,,,,,,,,,,,,
megamillions,2023-05-23,$150 Million,$76.7 Million,,,,,0,1,0,2,,,,,290,500,63,1000,,,,,18979,10,4241,20,,,,,,,,,,,,
megamillions,2023-05-26,$169 Million,$86.1 Million,,,,,0,1,0,3,,,,,275,500,53,1500,,,,,18508,10,3953,30,,,,,,,,,,,,
megamillions,2023-05-30,$187 Million,$96.3 Million,,,,,0,1,0,2,,,,,249,500,60,1000,,,,,16117,10,3358,20,,,,,,,,,,,,
megamillions,2023-06-02,$203 Million,$106.0 Million,,,,,0,1,0,2,,,,,326,500,76,1000,,,,,23046,10,5064,20,,,,,,,,,,,,
megamillions,2023-06-06,$218 Million,$113.0 Million,,,,,3,1,0,2,,,,,443,500,86,1000,,,,,25541,10,5443,20,,,,,,,,,,,,
megamillions,2023-06-09,$240 Million,$124.0 Million,,,,,2,1,1,3,,,,,323,500,70,1500,,,,,21287,10,4568,30,,,,,,,,,,,,
megamillions,2023-06-13,$260 Million,$134.4 Million,,,,,0,1,0,4,,,,,352,500,83,2000,,,,,26146,10,5453,40,,,,,,,,,,,,
megamillions,2023-06-16,$281 Million,$146.1 Million,,,,,1,1,1,3,,,,,333,500,63,1500,,,,,22798,10,4754,30,,,,,,,,,,,,
megamillions,2023-06-20,$300 Million,$157.2 Million,,,,,0,1,0,4,,,,,356,500,71,2000,,,,,22975,10,4576,40,,,,,,,,,,,,
megamillions,2023-06-23,$320 Million,$168.0 Million,,,,,1,1,0,5,,,,,353,500,79,2500,,,,,23192,10,4708,50,,,,,,,,,,,,
megamillions,2023-06-27,$343 Million,$180.3 Million,,,,,0,1,0,4,,,,,385,500,83,2000,,,,,24648,10,4843,40,,,,,,,,,,,,
megamillions,2023-06-30,$368 Million,$190.7 Million,,,,,1,1,0,3,,,,,447,500,102,1500,,,,,27810,10,5598,30,,,,,,,,,,,,
megamillions,2023-07-04,$400 Million,$206.7 Million,,,,,2,1,1,3,,,,,430,500,84,1500,,,,,28785,10,5651,30,,,,,,,,,,,,
megamillions,2023-07-07,$450 Million,$225.6 Million,,,,,1,1,0,3,,,,,681,500,146,1500,,,,,47398,10,9350,30,,,,,,,,,,,,
megamillions,2023-07-11,$500 Million,$251.0 Million,,,,,3,1,0,2,,,,,916,500,163,1000,,,,,59291,10,11024,20,,,,,,,,,,,,
megamillions,2023-07-14,$560 Million,$287.0 Million,,,,,4,1,1,2,,,,,1049,500,194,1000,,,,,66402,10,12340,20,,,,,,,,,,,,
megamillions,2023-07-18,$640 Million,$328.5 Million,,,,,8,1,1,4,,,,,1443,500,231,2000,,,,,94718,10,16807,40,,,,,,,,,,,,
megamillions,2023-07-21,$720 Million,$370.5 Million,,,,,8,1,0,2,,,,,1381,500,244,1000,,,,,92051,10,16673,20,,,,,,,,,,,,
